date,media_cost_1,media_cost_2,media_cost_3,media_cost_4,holidays,trend,competitor_spend,weekly,yearly,covid_index,promo_events,intercept
2022-06-26,0.0,0.0,0.0,0.0,0.0,8418.972786505454,-390.5129777497067,6546.215846533361,-248.24156680616906,995.3612022966935,0.0,1921.4749842330652
2022-07-03,0.0,0.0,0.0,0.0,6146.450103711217,8427.545517348712,-47.9067965269157,6546.215846533361,-492.6399893448627,995.3612022966935,0.0,1921.4749842330652
2022-07-10,0.0,0.0,0.0,0.0,0.0,8436.118248191928,-52.822187791473176,6546.215846533361,-1236.5837451759614,995.3612022966935,0.0,1921.4749842330652
2022-07-17,0.0,0.0,0.0,69.41665827641161,0.0,8444.690979035113,-69.4244211211181,6546.215846533361,-1859.480438147502,995.3612022966935,0.0,1921.4749842330652
2022-07-24,0.0,0.0,266.19368994089467,550.6244597433559,0.0,8453.263709878365,-99.55981295714626,6546.215846533359,-2401.8576238208275,995.3612022966935,0.0,1921.4749842330652
2022-07-31,0.0,0.0,174.9201204715684,267.8294162789899,0.0,8461.836440721581,-132.60839010160373,6546.215846533361,-3180.8514151347613,995.3612022966935,0.0,1921.4749842330652
2022-08-07,0.0,0.0,90.80492618210997,85.24640627156158,0.0,8470.409171564834,-147.11098652835094,6546.215846533361,-4172.79870845926,995.3612022966935,0.0,1921.4749842330652
2022-08-14,0.0,0.0,56.58696384614525,38.47200370917337,0.0,8478.981902407944,-206.31002978593364,6546.215846533361,-5105.419092488175,995.3612022966935,0.0,1921.4749842330652
2022-08-21,0.0,0.0,38.2875870944412,20.607108160439054,0.0,8487.554633251191,-235.96313843544993,6546.215846533361,-6019.199596798988,995.3612022966935,0.0,1921.4749842330652
2022-08-28,0.0,0.0,27.243750233604604,12.26581925505081,0.0,8496.127364094438,-234.62833446469784,6546.215846533361,-7228.599617338795,995.3612022966935,0.0,1921.4749842330652
2022-09-04,0.0,0.0,20.085741029332763,7.85030877400993,2375.702903004717,8504.70009493763,-259.0883736513616,6546.215846533359,-8421.763932146927,995.3612022966935,0.0,1921.4749842330652
2022-09-11,0.0,0.0,15.215438188563834,4.97683364867553,0.0,8513.272825780867,-237.76073940335945,6546.215846533361,-8106.524873159802,995.3612022966935,0.0,1921.4749842330652
2022-09-18,0.0,0.0,2.7143124380601384,0.8604221314653407,0.0,8521.845556624046,-525.3574080796861,6546.215846533361,-4636.389065139874,995.3612022966935,0.0,1921.4749842330652
2022-09-25,1052.8146866517482,313.7315959761039,1806.3985835931715,0.0,0.0,8530.418287467319,-726.4256529293816,6546.215846533359,1793.331567204525,995.3612022966935,26049.000970782923,1921.4749842330652
2022-10-02,952.2838606961865,229.3534253231068,1800.654864174607,0.0,0.0,8538.99101831053,-1667.9496070433784,6546.215846533361,8387.237044969845,995.3612022966935,0.0,1921.4749842330652
2022-10-09,896.3583030333652,406.14807819634916,1904.9802713570502,0.0,-3692.0947875301613,8547.563749153729,-656.4653616010262,6546.215846533361,11574.453041639625,1555.2518785885836,0.0,1921.4749842330652
2022-10-16,852.4266723960673,619.2742224528056,1910.2821847734367,0.0,0.0,8556.136479996914,-1135.1728323671407,6546.215846533359,10019.179153177418,1555.2518785885836,0.0,1921.4749842330652
2022-10-23,415.32081232227006,582.1449413880691,1883.4953609366012,0.0,0.0,8564.709210840152,-1842.536120560916,6546.215846533359,5837.864091950054,1555.2518785885836,0.0,1921.4749842330652
2022-10-30,185.45150578886125,258.84016192440873,1309.2068848952222,0.0,0.0,8573.281941683405,-316.9233836541618,6546.215846533361,2647.5855675850057,1555.2518785885836,0.0,1921.4749842330652
